0.0058 0.0033 0.0030 0.0038 0.0043 0.0048
0.0029 0.0024 0.0035 0.0050 0.0047 0.0048
0.0029 0.0023 0.0033 0.0038 0.0028 0.0041
0.0000 0.0031 0.0030 0.0050 0.0031 0.0033
0.0029 0.0029 0.0029 0.0025 0.0030 0.0042
0.0000 0.0029 0.0029 0.0013 0.0028 0.0044
0.0000 0.0027 0.0033 0.0025 0.0025 0.0039
0.0029 0.0029 0.0025 0.0063 0.0029 0.0045
0.0029 0.0021 0.0037 0.0013 0.0038 0.0057
0.0029 0.0029 0.0022 0.0050 0.0034 0.0045
0.0000 0.0027 0.0032 0.0050 0.0041 0.0045
0.0029 0.0026 0.0031 0.0025 0.0034 0.0024
0.0000 0.0024 0.0017 0.0013 0.0033 0.0047
0.0058 0.0022 0.0017 0.0038 0.0031 0.0048
0.0000 0.0022 0.0035 0.0050 0.0031 0.0039
0.0000 0.0028 0.0025 0.0038 0.0039 0.0042
0.0000 0.0029 0.0039 0.0038 0.0032 0.0039
0.0029 0.0032 0.0023 0.0000 0.0028 0.0053
0.0058 0.0028 0.0019 0.0025 0.0033 0.0053
0.0029 0.0022 0.0031 0.0025 0.0025 0.0036
0.0029 0.0032 0.0025 0.0038 0.0029 0.0042
0.0086 0.0024 0.0020 0.0038 0.0014 0.0027
0.0000 0.0022 0.0024 0.0013 0.0033 0.0035
0.0029 0.0022 0.0026 0.0038 0.0027 0.0038
0.0058 0.0027 0.0023 0.0038 0.0029 0.0035
0.0029 0.0030 0.0035 0.0088 0.0031 0.0062
0.0029 0.0023 0.0027 0.0088 0.0030 0.0038
0.0058 0.0027 0.0026 0.0025 0.0031 0.0027
0.0029 0.0029 0.0035 0.0050 0.0040 0.0041
0.0000 0.0030 0.0023 0.0038 0.0027 0.0045
0.0029 0.0028 0.0020 0.0038 0.0040 0.0042
0.0029 0.0029 0.0025 0.0025 0.0019 0.0054
0.0058 0.0025 0.0032 0.0038 0.0033 0.0041
0.0029 0.0037 0.0032 0.0025 0.0033 0.0048
0.0029 0.0026 0.0026 0.0025 0.0039 0.0039
0.0058 0.0035 0.0022 0.0013 0.0032 0.0041
0.0029 0.0031 0.0023 0.0100 0.0033 0.0027
0.0058 0.0031 0.0042 0.0050 0.0036 0.0042
0.0086 0.0034 0.0041 0.0025 0.0036 0.0042
0.0144 0.0043 0.0033 0.0038 0.0052 0.0038
0.0058 0.0030 0.0026 0.0025 0.0035 0.0051
0.0115 0.0032 0.0043 0.0038 0.0054 0.0064
0.0086 0.0038 0.0032 0.0063 0.0048 0.0064
0.0058 0.0042 0.0032 0.0038 0.0049 0.0056
0.0058 0.0042 0.0043 0.0050 0.0040 0.0054
0.0086 0.0045 0.0054 0.0038 0.0055 0.0056
0.0086 0.0052 0.0033 0.0050 0.0039 0.0068
0.0115 0.0040 0.0047 0.0050 0.0059 0.0056
0.0058 0.0044 0.0037 0.0013 0.0068 0.0067
0.0144 0.0059 0.0044 0.0025 0.0060 0.0059
0.0029 0.0054 0.0049 0.0025 0.0077 0.0076
0.0173 0.0067 0.0055 0.0100 0.0068 0.0077
0.0173 0.0071 0.0061 0.0075 0.0080 0.0085
0.0086 0.0067 0.0065 0.0050 0.0084 0.0079
0.0058 0.0084 0.0068 0.0075 0.0092 0.0082
0.0173 0.0090 0.0087 0.0063 0.0104 0.0103
0.0144 0.0092 0.0088 0.0151 0.0123 0.0095
0.0202 0.0094 0.0104 0.0113 0.0140 0.0136
0.0375 0.0135 0.0112 0.0038 0.0154 0.0142
0.0259 0.0150 0.0123 0.0050 0.0221 0.0160
0.0288 0.0180 0.0136 0.0088 0.0200 0.0168
0.0375 0.0237 0.0194 0.0138 0.0245 0.0195
0.0576 0.0295 0.0246 0.0176 0.0311 0.0241
0.0576 0.0454 0.0326 0.0226 0.0388 0.0286
0.1095 0.0721 0.0595 0.0314 0.0514 0.0328
0.2104 0.1536 0.1240 0.0602 0.0819 0.0532
