File,Angle,Length, Depth,Layer
data_28,60.8996,1.8219,-206.751,L2
data_28,-69.972,1.97593,-209.917,L3
data_28,-83.213,6.58936,-203.604,L2
data_28,88.1048,3.34828,-193.825,L2
data_28,-82.2084,14.6474,-206.942,L2
data_28,74.1615,9.88715,-204.864,L2
data_28,-74.7627,5.00603,-218.557,L3
data_28,72.6406,13.0903,-200.974,L2
data_28,43.2204,2.08851,-182.596,L2
data_28,81.2436,5.44041,-150.127,L2
data_28,-79.2096,3.40563,-158.674,L2
data_28,86.6585,13.1224,-125.381,L2
data_28,-83.7486,5.42242,-143.782,L2
data_28,76.1689,9.02822,-134.909,L2
data_28,-0.890859,1.36823,-146.462,L2
data_28,-61.762,9.4562,-150.953,L2
data_28,-39.92,6.45007,-146.764,L2
data_28,-88.2489,8.1516,-198.968,L2
data_28,73.3277,8.09689,-183.499,L2
data_28,73.3008,31.5397,-136.336,L2
data_28,80.3057,5.20828,-171.906,L2
data_28,-81.5064,4.16193,-183.584,L2
data_28,-51.1421,16.0344,-225.273,L3
data_28,-54.9072,1.11261,-215.41,L3
data_28,-69.6815,0.898716,-215.462,L3
data_28,82.9975,9.04932,-188.474,L2
data_28,-66.3062,1.68073,-198.782,L2
data_28,86.435,45.6831,-138.617,L2
data_28,-22.2526,30.3379,-159.909,L2
data_28,-85.7285,15.6465,-167.557,L2
data_28,88.2398,6.60495,-142.035,L2
data_28,-15.1779,4.3018,-149.482,L2
data_28,-28.5751,11.7174,-146.844,L2
data_28,-82.152,9.8719,-152.256,L2
data_28,84.4379,29.1021,-132.435,L2
data_28,-75.0069,6.01969,-165.183,L2
data_28,15.8897,9.50828,-157.595,L2
data_28,80.3464,12.8445,-147.276,L2
data_28,80.4661,2.10161,-158.619,L2
data_29,68.2124,20.808,-87.8439,L2
data_29,-88.8324,11.1797,-116.06,L2
data_29,80.1301,4.78949,-92.5651,L2
data_29,-73.9037,15.6044,-118.243,L2
data_29,64.3823,4.55885,-101.697,L2
data_29,-83.6068,23.6183,-150.716,L2
data_29,-78.9722,3.89076,-131.136,L2
data_29,89.5604,7.56045,-106.592,L2
data_29,-81.5425,3.96082,-117.977,L2
data_29,-30.4355,7.46775,-125.479,L2
data_29,-83.32,29.6141,-232.433,L3
data_29,-74.145,11.1778,-213.186,L3
data_29,-60.8198,1.55073,-191.759,L3
data_29,-61.4415,7.29107,-189.7,L3
data_29,-81.125,36.8784,-219.943,L3
data_29,26.7913,28.4588,-171.885,L2
data_29,-82.7526,2.55709,-167.56,L2
data_29,-79.3248,9.91959,-177.055,L3
data_29,71.8749,3.67934,-164.315,L2
data_29,-78.8894,15.8428,-202.457,L3
data_29,-75.6961,3.13702,-190.295,L3
data_29,-5.10036,2.17373,-185.922,L3
data_29,76.8851,2.00048,-177.645,L3
data_29,3.58276,8.34299,-161.412,L2
data_29,74.4693,7.5578,-151.719,L2
data_29,-75.6685,1.08148,-159.758,L2
data_29,86.508,5.48482,-152.638,L2
data_29,-81.5851,6.00171,-190.341,L3
data_29,-70.6773,7.34608,-195.655,L3
data_29,-57.5782,38.9072,-214.43,L3
data_29,-17.3447,2.50359,-188.027,L3
data_29,-84.568,9.83135,-260.147,L3
data_29,11.9563,2.22012,-250.141,L3
data_29,-72.0034,11.2974,-220.424,L3
data_29,-82.0603,11.3524,-223.217,L3
data_29,73.9139,3.87788,-208.84,L3
data_29,-79.0946,21.216,-214.598,L3
data_29,-76.1247,15.8173,-208.636,L3
data_29,72.2448,5.97027,-148.18,L2
data_29,-78.7002,25.8425,-178.339,L3
data_29,-88.0947,4.13572,-143.02,L2
data_29,48.9325,1.87821,-137.848,L2
data_29,-80.3498,5.99028,-155.264,L2
data_29,1.60202,1.3684,-130.131,L2
data_29,-81.0086,3.20187,-125.897,L2
data_29,49.8061,2.8155,-120.99,L2
data_29,-46.4201,1.48561,-106.764,L2
data_29,4.86533,11.9978,-82.62,L2
data_29,50.2618,2.56207,-81.8023,L2
data_29,85.9817,7.7655,-114.587,L2
data_29,-81.1402,2.5414,-110.659,L2
data_29,2.68556,4.52731,-149.919,L2
data_29,67.7823,17.8681,-134.806,L2
data_29,-68.5926,5.13604,-167.069,L2
data_29,-80.1634,20.2858,-214.866,L3
data_29,-73.2326,24.7916,-218.042,L3
data_29,-71.5493,18.3946,-206.733,L3
data_29,-47.8882,15.2771,-176.413,L3
data_29,-31.8894,3.93555,-152.343,L2
data_29,75.9866,4.99104,-146.395,L2
data_29,78.6133,1.85125,-158.088,L2
data_29,-68.1392,22.453,-215.364,L3
data_29,-55.7953,27.211,-216.641,L3
data_29,-58.4885,3.39086,-218.578,L3
data_29,-82.2082,9.59326,-225.674,L3
data_29,-62.3044,12.4773,-210.862,L3
data_29,84.8416,10.7591,-186.123,L3
data_29,-58.7137,10.831,-186.374,L3
data_29,-46.8005,18.8577,-174.006,L2
data_29,62.4614,14.8497,-150.762,L2
data_29,-68.0564,1.1538,-166.341,L2
data_29,-84.6393,19.8535,-215.257,L3
data_29,50.1979,2.72828,-193.812,L3
data_29,-62.8023,20.3207,-188.916,L3
data_29,-60.7554,14.225,-183.406,L3
data_29,-77.5849,2.08422,-200.394,L3
data_29,-32.6101,2.03502,-199.113,L3
data_29,85.6456,5.68604,-189.884,L3
data_29,-76.0494,19.8645,-181.673,L3
data_29,-52.7558,1.32327,-164.445,L2
data_29,80.9527,6.14844,-148.139,L2
data_29,-55.4705,5.67169,-155.69,L2
data_29,-83.1957,5.16502,-140.272,L2
data_29,74.5658,4.4114,-131.072,L2
data_29,-57.3816,4.11067,-144.348,L2
data_29,-59.3497,6.69928,-169.17,L2
data_29,28.2426,1.94838,-164.539,L2
data_29,-6.27632,27.869,-168.644,L2
data_29,-80.2791,15.7291,-181.793,L3
data_29,4.12862,7.1387,-159.918,L2
data_29,-62.1615,8.89778,-167.396,L2
data_29,52.181,5.97563,-103.214,L2
data_29,-78.3698,18.4011,-115.744,L2
data_29,82.0531,1.39,-96.7838,L2
data_29,88.6248,3.42033,-85.368,L2
data_29,-54.0552,10.5816,-132.428,L2
data_29,-85.4007,5.68942,-131.068,L2
data_29,-84.0659,3.88267,-117.843,L2
data_29,-28.5126,1.16239,-114.445,L2
data_29,-78.6176,3.46469,-109.844,L2
data_29,-10.1782,17.4197,-110.985,L2
data_29,-20.3347,4.82463,-129.386,L2
data_29,-87.2988,3.90395,-132.351,L2
data_29,29.9652,1.2871,-87.106,L2
data_29,-80.1068,16.7599,-161.884,L2
data_29,74.0699,6.41327,-140.16,L2
data_29,-13.0446,14.767,-153.643,L2
data_29,33.4052,2.03185,-150.8,L2
data_29,33.2448,22.2996,-164.404,L2
data_29,-77.9567,33.5234,-207.418,L3
data_29,-63.5485,1.66144,-177.534,L3
data_29,-57.4612,6.14481,-180.199,L3
data_29,-65.1342,14.7482,-229.702,L3
data_29,-70.8392,3.73393,-236.49,L3
data_29,-40.0367,1.89546,-234.278,L3
data_29,5.54025,5.41254,-231.269,L3
data_29,-48.7847,12.8218,-229.124,L3
data_29,-71.397,8.7529,-230.285,L3
data_29,-35.6698,6.81896,-200.3,L3
data_29,-45.686,1.63139,-197.077,L3
data_29,6.64383,1.7018,-194.851,L3
data_29,-70.8212,3.85706,-207.196,L3
data_29,48.0985,1.30644,-203.167,L3
data_29,-78.332,4.95492,-162.455,L2
data_29,-68.6745,15.4508,-175.077,L3
data_29,37.567,1.03368,-161.492,L2
data_29,-69.2684,8.06198,-159.341,L2
data_29,49.004,9.38712,-124.629,L2
data_29,72.7377,1.74252,-115.807,L2
data_29,-86.759,10.1908,-191.247,L3
data_29,65.2381,2.20885,-179.289,L3
data_29,76.6713,6.95154,-131.94,L2
data_29,-29.0368,8.00402,-152.382,L2
data_29,-82.3776,20.0289,-169.857,L2
data_29,80.8542,4.90755,-140.049,L2
data_29,74.5524,9.50796,-161.302,L2
data_29,-32.9931,5.02848,-171.405,L2
data_29,-81.5491,33.9952,-183.473,L3
data_29,76.9718,4.08391,-147.701,L2
data_29,-80.8994,3.77267,-155.218,L2
data_29,-73.1955,18.4294,-135.376,L2
data_29,-32.4381,4.55663,-112.396,L2
data_29,-86.1584,14.5199,-170.385,L2
data_29,83.0913,2.12913,-153.888,L2
data_29,82.4017,20.599,-90.6242,L2
data_29,69.9574,7.70172,-106.65,L2
data_29,-68.2844,8.16835,-172.068,L2
data_29,-25.9063,18.1462,-175.722,L3
data_29,-8.58829,6.13371,-174.524,L2
data_29,-43.4652,17.0546,-188.294,L3
data_29,-88.0602,10.7145,-197.958,L3
data_29,-76.9466,4.76314,-191.746,L3
data_29,-28.3256,1.29949,-187.86,L3
data_29,40.8364,12.8838,-209.393,L3
data_29,-73.2534,8.21908,-223.102,L3
data_29,76.5653,4.8202,-213.221,L3
data_29,-70.4665,4.8313,-221.928,L3
data_29,-69.397,4.39225,-172.796,L2
data_29,-76.8857,27.5974,-198.951,L3
data_29,61.9685,5.13287,-169.521,L2
data_29,-78.6388,5.12009,-150.526,L2
data_29,78.3077,11.2288,-105.715,L2
data_29,83.9173,14.7583,-77.1764,L1
data_29,-64.8429,2.58011,-93.8555,L2
data_29,80.4972,5.7369,-91.3087,L2
data_29,53.1935,5.234,-112.768,L2
data_29,-69.6199,15.3918,-132.684,L2
data_29,-56.764,37.7166,-200.617,L3
data_29,-76.6705,13.5772,-185.562,L3
data_29,79.3555,6.7553,-166.423,L2
data_29,80.7185,3.043,-143.86,L2
data_29,-81.3568,10.233,-102.527,L2
data_29,59.1479,7.32735,-86.9391,L2
data_29,-77.4587,2.60277,-89.2636,L2
data_29,71.0828,2.74851,-82.6849,L2
data_29,-33.2911,1.5005,-85.6529,L2
data_29,-36.576,8.37363,-109.197,L2
data_29,0.734492,12.5723,-110.304,L2
data_29,56.3076,5.42697,-106.502,L2
data_29,-81.151,18.8172,-127.795,L2
data_29,88.5444,8.83316,-100.805,L2
data_29,77.2111,17.6591,-90.4425,L2
data_29,-18.2348,18.1023,-96.1542,L2
data_29,79.5477,2.83703,-89.378,L2
data_29,-2.42509,15.7106,-102.167,L2
data_29,-21.344,1.99891,-102.18,L2
data_29,44.5054,2.95191,-109.544,L2
data_29,42.486,28.3755,-104.228,L2
data_29,32.7717,4.25693,-129.079,L2
data_29,74.3738,1.95747,-129.019,L2
data_29,-39.698,4.6725,-140.566,L2
data_29,-80.7018,11.0555,-156.011,L2
data_29,79.415,3.86461,-141.527,L2
data_29,-48.3836,7.4009,-181.423,L3
data_29,-25.3859,1.1957,-177.35,L3
data_29,-51.3862,4.47654,-123.054,L2
data_29,9.87836,11.4027,-115.696,L2
data_29,-71.0956,18.3809,-145.287,L2
data_29,-65.1499,36.3774,-212.222,L3
data_29,-49.7291,5.79068,-185.207,L3
data_29,51.1652,4.92566,-188.908,L3
data_29,-80.7726,2.34067,-199.64,L3
data_29,-38.752,6.62377,-238.394,L3
data_29,-28.5717,1.36043,-240.644,L3
data_29,23.5372,1.68077,-239.803,L3
data_29,76.4448,13.2464,-180.536,L3
data_29,-83.2333,6.46077,-175.237,L3
data_29,-48.9603,6.53504,-119.849,L2
data_29,-49.6743,22.8118,-145.224,L2
data_29,-73.8785,6.52614,-137.074,L2
data_29,-77.3342,9.05821,-150.414,L2
data_29,75.5459,4.70275,-147.966,L2
data_29,-80.1067,15.7255,-177.612,L3
data_29,-47.1193,2.71303,-163.996,L2
data_29,72.3848,7.81029,-153.492,L2
data_29,-76.0935,7.26194,-146.144,L2
data_29,-76.029,8.23587,-194.852,L3
data_29,75.1129,19.9442,-158.476,L2
data_29,63.6762,5.09082,-167.975,L2
data_29,-14.6038,1.46659,-172.341,L2
data_29,-61.6497,24.7823,-214.491,L3
data_29,-84.5584,3.15418,-198.03,L3
data_29,-74.7619,2.10904,-191.813,L3
data_29,80.5368,6.85303,-181.724,L3
data_29,-41.0333,15.5386,-193.468,L3
data_29,-40.5677,1.71363,-186.336,L3
data_29,-70.9023,5.4978,-192.13,L3
data_29,41.2315,2.61365,-188.599,L3
data_29,-74.4667,4.48679,-193.965,L3
data_29,57.5672,1.84552,-192.385,L3
data_29,-78.2817,1.73853,-202.774,L3
data_29,-81.0424,4.75093,-205.779,L3
data_29,-82.3751,8.21752,-203.883,L3
data_29,-84.4604,24.2989,-187.23,L3
data_29,72.1065,9.13996,-141.452,L2
data_29,-82.9584,6.68503,-154.616,L2
data_29,-77.9805,2.20951,-150.176,L2
data_29,43.0059,2.48218,-98.7869,L2
data_29,-7.50695,6.3741,-92.8025,L2
data_29,68.7235,7.55635,-76.6776,L1
data_29,-49.3652,1.71012,-84.0627,L2
data_29,67.0071,12.6858,-72.7324,L1
data_29,-81.9621,5.72511,-108.568,L2
data_29,78.1205,1.83329,-101.21,L2
data_29,-89.0207,4.23958,-93.155,L2
data_29,88.7993,4.18374,-84.7349,L2
data_29,-54.6035,1.78515,-89.8023,L2
data_29,33.7102,2.58021,-87.5505,L2
data_29,48.4134,4.21586,-83.7675,L2
data_29,30.2768,1.86955,-77.6691,L1
data_29,-56.7404,3.2974,-94.2044,L2
data_29,-79.3468,10.4348,-133.127,L2
data_29,-75.6771,3.33153,-126.242,L2
data_29,59.6124,18.938,-104.535,L2
data_29,46.587,1.36524,-92.1873,L2
data_29,37.6192,3.98245,-91.3326,L2
data_29,38.2848,3.2881,-92.5819,L2
data_29,26.0658,1.72858,-93.5101,L2
data_29,37.6796,1.56719,-93.3388,L2
data_29,-73.9077,1.44562,-132.441,L2
data_29,-64.7085,12.6609,-143.14,L2
data_29,56.4336,1.54178,-131.589,L2
data_29,41.4774,1.90642,-118.081,L2
data_29,-86.336,6.37903,-133.718,L2
data_29,6.25893,1.28947,-127.277,L2
data_29,-69.821,36.9917,-155.762,L2
data_29,-25.1801,6.5361,-189.765,L3
data_29,-74.3188,2.47719,-190.028,L3
data_29,-2.26497,10.4208,-130.284,L2
data_29,79.7841,3.76785,-126.473,L2
data_29,-69.4584,1.68662,-119.719,L2
data_29,-68.3576,4.43907,-81.222,L2
data_29,-68.1587,9.76368,-112.882,L2
data_29,78.747,5.24838,-99.5056,L2
data_29,58.3511,5.36443,-82.7225,L2
data_29,-54.5666,6.17418,-139.124,L2
data_29,-31.6752,57.2343,-160.231,L2
data_29,7.87164,1.6659,-163.884,L2
data_29,-63.0775,5.67779,-168.584,L2
data_29,-5.36676,23.6317,-159.565,L2
data_29,-79.6327,38.2131,-159.775,L2
data_29,-72.7188,7.93036,-129.979,L2
data_29,-64.6665,4.38712,-113.83,L2
data_29,55.4022,5.77754,-94.6387,L2
data_29,-80.9935,8.48503,-144.837,L2
data_29,88.0913,3.90624,-155.638,L2
data_29,-53.1815,3.54255,-161.858,L2
data_29,-47.1905,11.1246,-164.208,L2
data_29,-39.8254,19.9767,-86.172,L2
data_29,53.2378,12.9865,-65.2831,L1
data_29,-59.4973,5.62531,-77.6112,L1
data_29,-10.2699,46.7931,-83.5769,L2
data_29,-79.1814,12.2418,-88.6296,L2
data_29,77.4016,4.47182,-72.5524,L1
data_29,28.2961,30.7621,-54.7051,L1
data_29,47.68,5.62968,-49.1955,L1
data_29,79.0727,5.37503,-47.5404,L1
data_29,37.4123,17.2202,-116.759,L2
data_29,-67.2153,13.0819,-145.018,L2
data_29,-44.8494,25.8724,-169.136,L2
data_29,-73.5471,5.91887,-169.731,L2
data_29,78.1227,2.29158,-162.083,L2
data_29,-37.7612,1.75309,-189.737,L3
data_29,81.8,24.4806,-164.926,L2
data_29,-8.45882,23.7932,-210.876,L3
data_29,87.3606,4.22746,-204.206,L3
data_29,-41.4757,1.26547,-200.402,L3
data_29,76.8585,12.6217,-140.03,L2
data_29,38.1209,8.28097,-132.091,L2
data_29,6.75586,1.38177,-135.616,L2
data_29,-71.8514,1.46818,-101.914,L2
data_29,41.744,1.93963,-99.5578,L2
data_29,-72.0276,5.66261,-111.221,L2
data_29,57.4063,2.84244,-113.005,L2
data_29,6.14673,2.78646,-114.817,L2
data_29,77.5735,2.52215,-114.034,L2
data_29,85.1592,17.57,-138.632,L2
data_29,-9.3316,1.32638,-111.791,L2
data_29,71.3465,3.12268,-108.907,L2
data_29,-58.2964,12.8878,-165.838,L2
data_29,-75.8927,6.77107,-172.182,L2
data_29,-75.9795,5.24892,-170.709,L2
data_29,-76.3935,9.00582,-164.03,L2
data_29,76.278,4.50898,-151.509,L2
data_29,-65.7007,2.11734,-153.039,L2
data_29,52.6429,2.54822,-137.956,L2
data_29,-40.0675,9.4008,-122.495,L2
data_29,61.1037,1.88198,-113.728,L2
data_29,62.7913,3.49231,-112.345,L2
data_29,-78.3868,6.3715,-152.865,L2
data_29,32.1367,5.05144,-142.15,L2
data_29,-87.4803,17.0363,-149.009,L2
data_29,65.5657,2.88461,-129.641,L2
data_29,-67.1688,4.11451,-120.177,L2
data_29,61.4939,2.1886,-115.069,L2
data_29,-81.0922,8.11202,-109.556,L2
data_29,-77.5002,1.66103,-103.728,L2
data_29,29.0571,4.71275,-100.796,L2
data_29,-88.2304,3.60645,-102.892,L2
data_29,-46.7151,1.09616,-109.331,L2
data_29,74.6777,15.0037,-95.0147,L2
data_29,-65.0277,28.487,-172.762,L2
data_29,-71.773,15.6325,-185.779,L3
data_29,-71.27,36.0307,-217.281,L3
data_29,-71.3012,3.39568,-189.086,L3
data_29,-80.0652,7.58766,-114.493,L2
data_29,66.68,3.27779,-104.559,L2
data_29,81.4295,13.0298,-86.229,L2
data_29,77.0465,4.10815,-107.723,L2
data_29,-66.5517,2.50699,-113.436,L2
data_29,76.3533,5.94425,-93.8259,L2
data_29,-31.5504,1.64438,-99.9647,L2
data_29,-69.4709,2.84406,-118.725,L2
data_29,63.2489,1.68398,-108.92,L2
data_29,74.7043,5.76267,-104.923,L2
data_29,-54.0891,12.247,-170.494,L2
data_29,77.052,3.24173,-154.08,L2
data_29,45.8375,4.7048,-154.846,L2
data_29,-46.1573,1.80119,-141.638,L2
data_29,88.5253,11.0488,-123.623,L2
data_29,51.7246,15.207,-105.127,L2
data_29,49.1438,1.93118,-93.1125,L2
data_29,28.392,1.02788,-93.9838,L2
data_29,53.3208,1.72595,-96.9732,L2
data_29,-76.0167,10.6426,-232.987,L3
data_29,-73.5121,1.68238,-226.971,L3
data_29,-51.6906,3.19265,-182.487,L3
data_29,-35.3311,3.47779,-181.857,L3
data_29,12.3879,3.6061,-216.122,L3
data_29,-74.2091,1.38856,-218.973,L3
data_29,-43.0991,3.13542,-228.392,L3
data_29,69.0229,1.64606,-234.415,L3
data_29,-59.6797,11.9852,-177.672,L3
data_29,-27.8034,1.92172,-169.552,L2
data_29,-19.9796,7.86114,-158.228,L2
data_29,51.5315,1.722,-157.648,L2
data_29,-83.5124,13.2726,-187.001,L3
data_29,-44.1841,6.65026,-177.623,L3
data_29,79.5975,4.01706,-170.921,L2
data_29,54.7834,9.08414,-181.234,L3
data_29,-83.0336,9.92224,-196.881,L3
data_29,75.0177,4.12399,-173.321,L2
data_29,88.4359,12.6339,-161.536,L2
data_29,83.0812,25.2791,-151.081,L2
data_29,-54.039,3.67616,-181.726,L3
data_29,-74.5306,14.5157,-208.661,L3
data_29,-76.9978,11.4736,-206.056,L3
data_29,-22.4093,9.94772,-212.687,L3
data_29,52.6038,5.36222,-208.098,L3
data_29,-76.6688,12.0602,-228.967,L3
data_29,-65.0183,1.43443,-218.729,L3
data_29,84.6226,7.8724,-206.183,L3
data_29,-48.6516,12.7323,-251.747,L3
data_29,44.0659,72.6454,-205.951,L3
data_29,-80.5151,3.94306,-248.643,L3
data_29,82.7638,7.22062,-216.385,L3
data_29,-77.4884,3.25091,-226.52,L3
data_29,85.0999,5.78204,-215.387,L3
data_29,-73.1723,22.8718,-223.302,L3
data_29,-60.4226,4.38323,-228.98,L3
data_29,-38.5275,18.4035,-234.554,L3
data_29,58.2772,26.9325,-192.556,L3
data_29,-44.6871,10.911,-218.473,L3
data_29,-65.6899,31.6266,-246.983,L3
data_29,-65.7284,16.5781,-276.006,L5a
data_29,-58.0637,10.3263,-269.366,L5a
data_29,-74.7559,27.3573,-268.32,L5a
data_29,35.1086,1.63053,-238.82,L3
data_29,68.4627,3.13977,-215.121,L3
data_29,-81.7342,1.96394,-219.618,L3
data_29,48.2103,8.19831,-206.432,L3
data_29,85.1263,7.58394,-173.636,L2
data_29,77.0598,6.5442,-143.625,L2
data_29,66.7476,5.51952,-167.623,L2
data_29,-32.7299,4.87069,-182.24,L3
data_29,82.4345,2.37326,-178.261,L3
data_29,-70.7606,2.90567,-179.241,L3
data_29,85.0409,5.1461,-171.625,L2
data_29,-79.9205,37.5473,-234.314,L3
data_29,71.3618,7.76633,-173.924,L2
data_29,68.2049,8.72097,-173.381,L2
data_29,34.2235,1.68077,-192.16,L3
data_29,81.0659,8.05299,-198.69,L3
data_29,-78.1679,5.5582,-211.775,L3
data_29,-43.6341,1.48324,-205.646,L3
data_29,-73.5926,3.88958,-213.909,L3
data_29,-77.4016,16.3818,-227.142,L3
data_29,-67.8629,21.6372,-237.47,L3
data_29,86.897,11.5056,-207.524,L3
data_29,-60.4144,3.28856,-228.636,L3
data_29,-67.9262,12.4644,-248.196,L3
data_29,-60.0441,9.99413,-245.147,L3
data_29,-84.5845,3.49609,-221.944,L3
data_29,-12.2333,16.4193,-170.321,L2
data_29,-55.409,8.1258,-181.824,L3
data_29,42.8124,13.0456,-169.072,L2
data_29,82.1372,9.02381,-166.85,L2
data_29,-77.547,12.3862,-190.95,L3
data_29,88.2838,18.3939,-160.324,L2
data_29,-4.62838,5.92255,-181.431,L3
data_29,-32.8632,5.00915,-185.732,L3
data_29,-52.3937,2.17271,-216.735,L3
data_29,-30.3706,5.85641,-217.585,L3
data_29,-70.718,3.54825,-214.557,L3
data_29,-79.1022,9.71381,-206.388,L3
data_29,79.0933,13.051,-156.839,L2
data_29,-28.862,1.45995,-155.413,L2
data_29,71.3077,15.5797,-129.057,L2
data_29,2.59589,3.41215,-91.0404,L2
data_29,51.8755,1.48659,-90.3137,L2
data_29,72.5515,1.35073,-90.6533,L2
data_29,74.4352,1.31472,-88.5631,L2
data_29,70.1511,2.19549,-88.1045,L2
data_29,83.1669,10.2486,-104.579,L2
data_29,-82.9266,32.1709,-147.573,L2
data_29,-16.6941,3.46359,-127.181,L2
data_29,-80.2753,1.85414,-128.25,L2
data_29,-44.3719,4.0121,-137.247,L2
data_29,-72.018,3.22164,-135.98,L2
data_29,70.5704,15.7932,-100.305,L2
data_29,-66.3538,3.22928,-116.974,L2
data_29,-43.6657,4.08295,-118.171,L2
data_29,-65.1311,3.38057,-125.502,L2
data_29,-85.0634,9.55886,-139.102,L2
data_29,-69.5588,1.37281,-127.718,L2
data_29,-69.8371,7.65534,-126.245,L2
data_29,17.8969,1.25117,-119.296,L2
data_29,79.2311,3.90883,-116.222,L2
data_29,78.3776,1.89574,-132.693,L2
data_29,14.0234,2.45084,-140.468,L2
data_29,61.2651,10.8096,-128.392,L2
data_29,-32.9014,2.15868,-141.497,L2
data_29,80.2205,15.0424,-128.523,L2
data_29,78.6985,21.3569,-111.714,L2
data_29,46.2882,2.18786,-123.867,L2
data_29,-71.9208,1.63923,-126.548,L2
data_29,69.9872,39.0125,-99.3551,L2
data_29,27.379,9.47798,-131.041,L2
data_29,-56.8131,12.9775,-153.355,L2
data_29,-44.1855,4.75057,-156.346,L2
data_29,-75.544,4.54348,-185.217,L3
data_29,78.5506,4.31158,-177.018,L3
data_29,-54.8231,16.8231,-180.633,L3
data_29,-29.3223,3.20604,-174.409,L2
data_29,-16.813,8.26799,-203.432,L3
data_29,-77.4922,14.5656,-244.147,L3
data_29,-53.433,4.65305,-233.595,L3
data_29,-79.2601,24.3505,-244.214,L3
data_29,81.6219,4.01123,-208.427,L3
data_29,39.1203,2.3857,-191.536,L3
data_29,-84.5535,16.9985,-222.263,L3
data_29,-6.42576,1.2615,-205.528,L3
data_29,81.2456,7.06887,-182.979,L3
data_29,-79.1666,1.20607,-190.961,L3
data_29,-80.0854,13.5193,-209.432,L3
data_29,47.9695,2.16666,-239.11,L3
data_29,46.8601,3.10504,-234.071,L3
data_29,55.1533,6.46677,-231.731,L3
data_29,45.1288,6.16186,-233.76,L3
data_29,68.2164,1.61079,-246.312,L3
data_29,-2.15124,2.82771,-255.901,L3
data_29,75.2996,11.6469,-236.441,L3
data_29,-57.6462,2.75275,-253.93,L3
data_29,-81.6257,3.17157,-254.958,L3
data_29,60.4465,1.65926,-247.018,L3
data_29,-76.2765,6.80799,-236.961,L3
data_29,75.3526,11.248,-221.827,L3
data_29,-75.4753,3.88964,-236.029,L3
data_29,-83.3869,24.554,-260.815,L3
data_29,77.2373,20.9285,-217.4,L3
data_29,68.5049,13.2747,-224.803,L3
data_29,-23.0537,2.67825,-222.635,L3
data_29,23.2865,5.7642,-220.525,L3
data_29,-47.8833,16.2747,-251.973,L3
data_29,-49.0279,2.30757,-198.218,L3
data_29,52.6726,39.9839,-173.654,L2
data_29,53.0358,12.4337,-204.6,L3
data_29,78.2445,7.6563,-233.813,L3
data_29,-41.1334,1.28834,-241.707,L3
data_29,-52.52,2.76497,-253.586,L3
data_29,-75.2522,27.7401,-277.694,L5a
data_29,-75.555,7.81026,-255.614,L3
data_29,-9.19429,1.86876,-241.425,L3
data_29,-78.8367,4.03703,-227.882,L3
data_29,9.74606,2.0591,-223.773,L3
data_29,5.49199,5.2675,-218.898,L3
data_29,86.9619,7.88152,-223.396,L3
data_29,-86.9822,6.00373,-242.514,L3
data_29,-86.3062,11.7185,-248.784,L3
data_29,-74.4417,5.143,-234.867,L3
data_29,-62.6012,14.9944,-256.348,L3
data_29,69.2642,9.61855,-237.035,L3
data_30,41.5971,1.38451,-539.496,L6
data_30,76.6765,21.0457,-520.543,L5b
data_30,-84.7981,9.385,-553.843,L6
data_30,74.7295,5.87593,-519.583,L5b
data_30,35.7589,3.24706,-523.651,L5b
data_30,-76.9392,4.91609,-581.737,L6
data_30,9.75095,3.05177,-576.781,L6
data_30,-77.8722,3.93083,-552.091,L6
data_30,50.6723,20.328,-537.042,L5b
data_30,-71.9981,6.40895,-574.618,L6
data_30,72.9482,27.8952,-544.134,L6
data_30,-20.8746,5.70746,-570.04,L6
data_30,84.17,15.8536,-553.103,L6
data_30,-38.9558,2.09158,-562.295,L6
data_30,79.5934,4.90732,-555.413,L6
data_30,5.31455,1.04817,-560.059,L6
data_30,53.0613,9.14779,-542.245,L6
data_30,-81.4158,8.43253,-556.522,L6
data_30,19.9477,6.17791,-542.37,L6
data_30,-16.0111,3.73498,-540.886,L6
data_30,69.9145,3.33647,-537.291,L5b
data_30,-8.81634,10.0769,-544.139,L6
data_30,72.2324,6.50305,-584.119,L6
data_30,-83.7273,15.1973,-605.049,L6
data_30,-83.3395,7.55215,-611.791,L6
data_30,78.5926,6.31609,-598.436,L6
data_30,-84.1303,16.9961,-615.894,L6
data_30,-69.789,24.7254,-625.737,L6
data_30,78.8666,9.56422,-598.487,L6
data_30,-46.4876,28.099,-624.751,L6
data_30,-66.3887,6.28543,-622.339,L6
data_30,-22.8368,29.8436,-627.352,L6
data_30,-61.5792,68.2266,-707.734,L6
data_30,-69.4494,3.18285,-661.585,L6
data_30,-6.79652,11.4554,-596.696,L6
data_30,-85.7282,12.6826,-603.858,L6
data_30,84.5081,1.94044,-589.355,L6
data_30,-79.7107,7.91684,-607.639,L6
data_30,84.9699,4.87956,-570.498,L6
data_30,-80.6469,8.30447,-583.349,L6
data_30,-59.4922,10.358,-601.766,L6
data_30,-48.0376,2.23209,-594.168,L6
data_30,72.8994,7.39079,-586.051,L6
data_30,-65.4964,13.5794,-607.578,L6
data_30,67.5356,2.72871,-631.283,L6
data_30,-62.7428,5.0801,-637.46,L6
data_30,-8.97459,1.44556,-588.581,L6
data_30,-2.46185,1.80943,-584.815,L6
data_30,10.4661,2.15781,-601.852,L6
